Reg,1,Achara
Reg,2,Guria
Reg,3,Tbilisi
Reg,4,Imereti
Reg,5,Kakheti
Reg,6,Mtskheta-Mtianeti
Reg,7,Samegrelo
Reg,8,Samtskhe-Javakheti
Reg,9,Qvemo Qartli
Reg,10,Shita Qartli
A1,1,employed
A1,2,temporarily not working because of temporary illness/parental leave/vacation/
A1,3,self-employed
A1,4,unemployed
A2,1,yes
A2,2,no
A3,1,yes
A3,2,"Yes, with one/some of my employers (in case of having many jobs)"
A3,3,No
A3.1_3,1,yes
A3.1_3,2,no
A3.1_3,3,limited time frame
A3.1_3,8,filter
A3.2,1,yes
A3.2,2,no
A3.2,3,I don't know
A3.2,8,filter
A3.3,1,yes
A3.3,2,no
A3.3,3,I don't know
A3.3,8,filter
A4.1,1,full time
A4.1,2,part time
A4.1,3,work in sheets
A4.1,4,other
A4.2,1,yes
A4.2,2,no
A4.2,8,filter
A5,1,yes
A5,2,no
A5.1,1,Tbilisi
A5.1,2,Suburbs or outskirts of Tbilisi
A5.1,3,town
A5.1,4,village
A5.1,5,farm or home in the countryside
A5.1,8,filter
A6,1,private sector
A6,2,public sector
A6,3,NGO
A6,4,other
A7_zveli,1,"Agriculture, forestry and fishing"
A7_zveli,2,Mining and quarrying
A7_zveli,3,Manufacturing
A7_zveli,4,"Electricity, gas, steam and air conditioning supply"
A7_zveli,5,"Water supply; sewerage, waste management and remediation activities"
A7_zveli,6,Construction
A7_zveli,7,Wholesale and retail trade; repair of motor vehicles and motorcycles
A7_zveli,8,Transportation and storage
A7_zveli,9,Accommodation and food service activities
A7_zveli,10,Information and communication
A7_zveli,11,Financial and insurance activities
A7_zveli,12,Real estate activities
A7_zveli,13,"Professional, scientific and technical activities"
A7_zveli,14,Administrative and support service activities
A7_zveli,15,"Public administration and defence, compulsory social security"
A7_zveli,16,Education
A7_zveli,17,Human health and social work activities
A7_zveli,18,other
A8_zveli,1,"Agriculture, forestry and fishing"
A8_zveli,2,Mining and quarrying
A8_zveli,3,Manufacturing
A8_zveli,4,"Electricity, gas, steam and air conditioning supply"
A8_zveli,5,"Water supply; sewerage, waste management and remediation activities"
A8_zveli,6,Construction
A8_zveli,7,Wholesale and retail trade; repair of motor vehicles and motorcycles
A8_zveli,8,Transportation and storage
A8_zveli,9,Accommodation and food service activities
A8_zveli,10,Information and communication
A8_zveli,11,Financial and insurance activities
A8_zveli,12,Real estate activities
A8_zveli,13,"Professional, scientific and technical activities"
A8_zveli,14,Administrative and support service activities
A8_zveli,15,"Public administration and defence, compulsory social security"
A8_zveli,16,Education
A8_zveli,17,Human health and social work activities
A8_zveli,18,other
a7,1,"Agriculture, forestry and fishing"
a7,2,Mining and quarrying
a7,3,manufacturing
a7,4,"Electricity, gas, steam and air conditioning suply"
a7,5,"Water supply, sewerage, waste management and remediation activities"
a7,6,Construction
a7,7,Wholesale and retail trade
a7,8,Transportation and storage
a7,9,Accomodation and food service beverages
a7,10,Information and communication
a7,11,Financial and insurance activities
a7,12,Real estate activities
a7,13,"Proffesional, scientific and technical activities"
a7,14,Administrative and support service activities
a7,15,Public administration and defence; compulsory social security
a7,16,Education
a7,17,Human health and social work activities
a7,18,"Arts, entertaiment and recreation"
a7,19,Other service activities
a7,20,"Activities of households as employers, undiffirerentiated goods- and servce- producing activities of households for own use"
a7,21,Activities of extraterritorial organizations and bodies
a8,110,Commissioned armed forces officers
a8,310,"Armed forces occupations, other ranks"
a8,1120,Managing directors and chief executives
a8,1211,Finance managers
a8,1212,Human resource managers
a8,1213,Policy and planning manager
a8,1219,Business service and administration managers not elsewhere clasiified
a8,1221,Sales and marketing manager
a8,1222,Advertising and public relations managers
a8,1311,Agricultural and forestry production managers
a8,1321,manufacturing managers
a8,1324,"Supply, distribution and related managers"
a8,1330,Information and communications technology service managers
a8,1342,Health services managers
a8,1344,Social welfare managers
a8,1345,Education managers
a8,1411,Hotel managers
a8,1431,"Sports, recreation and cultural centre managers"
a8,1439,services managers not elsewhere classified
a8,2113,Chemists
a8,2114,Geologists and geophysicists
a8,2120,"Mathematicians, actuaries and statisticians"
a8,2141,Industrial and production engineers
a8,2144,Mechanical engineers
a8,2146,"Mining engineers, metallurgists and related professionals"
a8,2149,Engineering professionals not elsewhere classified
a8,2151,Electrical engineers
a8,2153,Telecommunications engineers
a8,2161,Building architects
a8,2163,Product and garment designers
a8,2165,Cartographers and surveyors
a8,2166,Graphic and multimedia designers
a8,2211,Generalist medical practitioners
a8,2212,Specialist medical practitioners
a8,2221,Nursing Professionals
a8,2222,Midwifery professionals
a8,2240,Paramedical practitioners
a8,2250,Veterinarians
a8,2261,Dentists
a8,2262,Pharmacists
a8,2263,Environmental and occupational health and hygiene professionals
a8,2310,University and higher education teachers
a8,2341,Primary school teachers
a8,2342,Early childhood educators
a8,2351,Education methods specialists
a8,2352,Special needs teachers
a8,2353,Other language teachers
a8,2354,Other music teachers
a8,2355,Other arts teachers
a8,2359,Teaching professionals not elsewhere classified
a8,2411,Accountants
a8,2412,Financial investment advisers
a8,2413,Financial Analysts
a8,2423,Personnel and careers professionals
a8,2424,Training and staff development professionals
a8,2431,Advertising and marketing professionals
a8,2432,Public relations professionals
a8,2519,Software and applications developers and analysts not elsewhere classified
a8,2611,Lawyers
a8,2619,Legal professionals not elsewhere classified
a8,2621,Archivists and curators
a8,2622,Librarians and related information professionals
a8,2631,Economists
a8,2635,Social work and counselling professionals
a8,2642,Journalists
a8,2643,"Translators, interpreters and other linguists"
a8,2651,Visual artists
a8,2652,"Musicians, singers and composers"
a8,2653,Dancers and choreographers
a8,2655,Actors
a8,2656,"Announcers on radio, television and other media"
a8,3111,Chemical and physical science technicians
a8,3112,Building and fire inspectors
a8,3113,Electrical engineering technicians
a8,3115,Mechanical engineering technicians
a8,3117,Mining and metallurgical technicians
a8,3122,Manufacturing supervisors
a8,3123,Construction supervisors
a8,3134,Petroleum and natural gas refining plant operators
a8,3142,Agricultural technicians
a8,3152,Ships' deck officers and pilots
a8,3153,Aircraft pilots and related associate professionals
a8,3212,Medical and pathology laboratory technicians
a8,3213,Pharmaceutical technicians and Assistants
a8,3251,Dental Assistants and Therapists
a8,3252,Medical records and health information technicians
a8,3256,Medical Assistants
a8,3258,Ambulance workers
a8,3259,Health associate professionals not elsewhere classified
a8,3312,Credit and lones officers
a8,3315,valuers and loss assessers
a8,3321,Insurance representatives
a8,3322,Commercial sales representatives
a8,3323,Buyers
a8,3324,Trade brokers
a8,3332,Conference and event planners
a8,3334,Real estate agents and property managers
a8,3339,Business services agents not elsewhere classified
a8,3341,Office supervisors
a8,3343,Administrative and executive ssecretaries
a8,3351,Customs and border inspectors
a8,3355,Police inspectors and detectives
a8,3359,Regulatory government associate proffesionals not elsewhere classified
a8,3411,Legal and related associate professionals
a8,3412,Social work associate proffesionals
a8,3421,Athletes and sports players
a8,3422,"Sports coaches, instructors and officials"
a8,3433,"Gallery, museum and library technicians"
a8,3434,Chefs
a8,3435,Other artistic and cultural associate professionals
a8,3511,Information and communications technology operations technicians
a8,4211,Bank tellers and related clerks
a8,4212,"Bookmakers, croupiers and related gaming workers"
a8,4221,Travel consultants and clerks
a8,4222,Contact centre information clercks
a8,4227,Survey and market research interviewers
a8,4312,"Statistical, finance and insurance clerks"
a8,4323,Transport clercks
a8,4411,Library clerks
a8,4416,Personnel clerks
a8,5111,Travel attendants and travel stewards
a8,5113,Travel guides
a8,5120,cooks
a8,5131,Waiters
a8,5141,Hairdressers
a8,5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments"
a8,5152,domestic housekeepers
a8,5211,Stall and market salespersons
a8,5221,Shopkeepers
a8,5222,shop supervisors
a8,5223,Shop sales assistants
a8,5230,Cashiers and ticket clerks
a8,5245,Service station attendants
a8,5249,Sales workers not elsewhere classified
a8,5311,Child-care workers
a8,5321,Health care assistants
a8,5322,Home-based personal care workers
a8,5411,Fire fighters
a8,5412,Police officers
a8,5414,Security guards
a8,5419,Protective workers not elsewhere classified
a8,6111,Field crop and vegetable growers
