num,num,
HH_N,HH_num,
decili1_4,Consumption per equivalent adult with scale effect (Binned),decili1_4
decili_1_2,Consumption per equivalent adult with scale effect (Binned),decili_1_2
WMS_D1,Social assistance to  vulnerable families (so called subsistence assistance),WMS_D1
WMS_D1_6,IDP assistance,WMS_D1_6
WMS_G10,Cash assistance from the program of vulnerable families,WMS_G10
Interviewer,Interviewer,
TB_Reg,TB_Reg,TB_Reg
Urban_Rural,Urban Rural,Urban_Rural
Region,Region,Region
Raion,Raion,Raion
Sakrebulo,Sakrebulo,Sakrebulo
Nationality_10,,Nationality_10
Nationality,,Nationality
A0_1,A0 respondent #,
A0_2,A0 respondent #,
A0_3,A0 respondent #,
A0_4,A0 respondent #,
A0_5,A0 respondent #,
A1_1,A1. Relation to head of family,A1_1
A1_2,A1. Relation to head of family,A1_2
A1_3,A1. Relation to head of family,A1_3
A1_4,A1. Relation to head of family,A1_4
A1_5,A1. Relation to head of family,A1_5
A1_6,A1. Relation to head of family,A1_6
A1_7,A1. Relation to head of family,A1_7
A1_8,A1. Relation to head of family,A1_8
A1_9,A1. Relation to head of family,A1_9
A1_10,A1. Relation to head of family,A1_10
A1_11,A1. Relation to head of family,A1_11
A1_12,A1. Relation to head of family,A1_12
A1_13,A1. Relation to head of family,A1_13
A1_14,A1. Relation to head of family,A1_14
A1_15,A1. Relation to head of family,A1_15
A2_1,A2. Gender,A2_1
A2_2,A2. Gender,A2_2
A2_3,A2. Gender,A2_3
A2_4,A2. Gender,A2_4
A2_5,A2. Gender,A2_5
A2_6,A2. Gender,A2_6
A2_7,A2. Gender,A2_7
A2_8,A2. Gender,A2_8
A2_9,A2. Gender,A2_9
A2_10,A2. Gender,A2_10
A2_11,A2. Gender,A2_11
A2_12,A2. Gender,A2_12
A2_13,A2. Gender,A2_13
A2_14,A2. Gender,A2_14
A2_15,A2. Gender,A2_15
A3_1,A3. Age,A3_1
A3_2,A3. Age,A3_2
A3_3,A3. Age,A3_3
A3_4,A3. Age,A3_4
A3_5,A3. Age,A3_5
A3_6,A3. Age,A3_6
A3_7,A3. Age,A3_7
A3_8,A3. Age,A3_8
A3_9,A3. Age,A3_9
A3_10,A3. Age,A3_10
A3_11,A3. Age,A3_11
A3_12,A3. Age,A3_12
A3_13,A3. Age,A3_13
A3_14,A3. Age,A3_14
A3_15,A3. Age,A3_15
A4_1,A4. Achieved level of education,A4_1
A4_2,A4. Achieved level of education,A4_2
A4_3,A4. Achieved level of education,A4_3
A4_4,A4. Achieved level of education,A4_4
A4_5,A4. Achieved level of education,A4_5
A4_6,A4. Achieved level of education,A4_6
A4_7,A4. Achieved level of education,A4_7
A4_8,A4. Achieved level of education,A4_8
A4_9,A4. Achieved level of education,A4_9
A4_10,A4. Achieved level of education,A4_10
A4_11,A4. Achieved level of education,A4_11
A4_12,A4. Achieved level of education,A4_12
A4_13,A4. Achieved level of education,A4_13
A4_14,A4. Achieved level of education,A4_14
A4_15,A4. Achieved level of education,A4_15
A5,A5. Does any family member have a child under 18 who lives outside of family?,A5
A6_1,A6. Where does the child live currently?,A6_1
A6_2,A6. Where does the child live currently?,A6_2
A6_3,A6. Where does the child live currently?,A6_3
H1_WMS,"H1_WMS. According to incomes, to which of the following categories would you asc",H1_WMS
A7,"A7. According to incomes, to which of the following categories would you ascribe",A7
A8,A8. How did the economic situation of your family change over the past one year?,A8
B1,B1. Does any family member receive any type of pension?,B1
B2,B2. How many family members receive pensions,
B3_1,B3. Have any of them started receiving pension or had changed the type of pensio,B3_1
B3_2,B3. Have any of them started receiving pension or had changed the type of pensio,B3_2
B4_1,B4. Have they encountered any problem during the process of starting receiving/c,B4_1
B4_2,B4. Have they encountered any problem during the process of starting receiving/c,B4_2
B5,B5. What kind of problem was it?,B5
B6,B6. After submitting the application approximately how long did it take to grant,B6
B7,B7.  Is there a family member who you think should be receiving pension but for,B7
B8_1_,B8. Why does she/he not receive pension,B8_1_
B8_2_,B8. Why does she/he not receive pension,B8_2_
B8_3_,B8. Why does she/he not receive pension,B8_3_
B8_1,B8. Why does she/he not receive pension,B8_1
B8_2,B8. Why does she/he not receive pension,B8_2
B8_3,B8. Why does she/he not receive pension,B8_3
B9,B9. Have you ever heard about the united database of socially unprotected famili,B9
B10_1,B10. For whom do you think the social assistance is allocated through the databa,B10_1
B10_2,B10. For whom do you think the social assistance is allocated through the databa,B10_2
B10_3,B10. For whom do you think the social assistance is allocated through the databa,B10_3
B10_4,B10. For whom do you think the social assistance is allocated through the databa,B10_4
B11,B11. For your family what is the main source of information about the database o,B11
B12_1,B12.  Do you know what types of assistance are provided through the database?,B12_1
B12_2,B12.  Do you know what types of assistance are provided through the database?,B12_2
B12_3,B12.  Do you know what types of assistance are provided through the database?,B12_3
B12_4,B12.  Do you know what types of assistance are provided through the database?,B12_4
B13_1,B13.1 Please answer whether one needs to be in the database to receive these typ,B13_1
B13_2,B13.2 Please answer whether one needs to be in the database to receive these typ,B13_2
B13_3,B13.3 Please answer whether one needs to be in the database to receive these typ,B13_3
B13_4,B13.4 Please answer whether one needs to be in the database to receive these typ,B13_4
B13_5,B13.5 Please answer whether one needs to be in the database to receive these typ,B13_5
B13_6,B13.6 Please answer whether one needs to be in the database to receive these typ,B13_6
B13_7,B13.7 Please answer whether one needs to be in the database to receive these typ,B13_7
